"symbol,date,price"
"Snacks,May 2013,32"
"Snacks,May 2013,32"
"Snacks,May 2013,32"
"Staples,May 2013,152.38"
"Dryfruits,May 2013,18.1"
"Dryfruits,May 2013,18.1"
"Dryfruits,May 2013,42.86"
"Dryfruits,May 2013,42.86"
"Dryfruits,May 2013,85.71"
"Dryfruits,May 2013,85.71"
"Beverages,May 2013,104.05"
"Other Foods,May 2013,43.81"
"Other Foods,May 2013,87.62"
"Other Foods,May 2013,20.48"
"Other Foods,May 2013,20.48"
"Other Foods,May 2013,200"
"Other Foods,May 2013,100.95"
"Beverages,May 2013,104.05"
"Beverages,May 2013,104.05"
"Beverages,May 2013,108.57"
"Beverages,May 2013,104.05"
"Other Foods,May 2013,106.67"
"Other Foods,May 2013,101.33"
"Ready to Cook,May 2013,128"
"Noodles/Pasta,May 2013,20.44"
"Noodles/Pasta,May 2013,20.89"
"Noodles/Pasta,May 2013,20.44"
"Facial Care,May 2013,115.56"
"Other PC,May 2013,151.11"
"Cosmetics,May 2013,51.56"
"Facial Care,May 2013,88.89"
"Facial Care,May 2013,190"
"Facial Care,May 2013,160.04"
"Facial Care,May 2013,109.78"
"Home Care,May 2013,111.11"
"Soap,May 2013,39.11"
"Home Care,May 2013,30.4"
"Soap,May 2013,69.15"
"Snacks,May 2013,35"
"Snacks,May 2013,39"
"Snacks,May 2013,39"
"Beverages,May 2013,54.17"
"Beverages,May 2013,54.17"
"Beverages,May 2013,54.17"
"Beverages,May 2013,54.17"
"Beverages,May 2013,54.17"
"Tea,May 2013,94.76"
"Tea,May 2013,223.81"
"Home Care,May 2013,93.33"
"Home Care,May 2013,50.67"
"Home Care,May 2013,50.67"
"Home Care,May 2013,50.67"
"Staples,May 2013,40"
"Staples,May 2013,40"
"Staples,May 2013,40"
"Confectionery,May 2013,3.56"
"Confectionery,May 2013,1.78"
"Spices,May 2013,26.67"
"Hair Care,May 2013,58.27"
"Hair Care,May 2013,67.56"
"Hair Care,May 2013,126.67"
"Hair Care,May 2013,49.82"
"Hair Care,May 2013,49.82"
"Soap,May 2013,17.33"
"Soap,May 2013,42.22"
"Soap,May 2013,60.44"
"Soap,May 2013,60.44"
"Staples,May 2013,240"
"Beverages,May 2013,50.48"
"Beverages,May 2013,100.95"
"Beverages,May 2013,50.48"
"Beverages,May 2013,50.48"
"Dryfruits,May 2013,41.9"
"Noodles/Pasta,May 2013,47.11"
"Noodles/Pasta,May 2013,47.11"
"Noodles/Pasta,May 2013,47.11"
"Noodles/Pasta,May 2013,17.42"
"Noodles/Pasta,May 2013,8.71"
"Noodles/Pasta,May 2013,26.13"
"Noodles/Pasta,May 2013,67.11"
"Noodles/Pasta,May 2013,67.11"
"Noodles/Pasta,May 2013,67.11"
"Noodles/Pasta,May 2013,37.78"
"Noodles/Pasta,May 2013,12.89"
"Noodles/Pasta,May 2013,12.89"
"Noodles/Pasta,May 2013,25.33"
"Noodles/Pasta,May 2013,12.67"
"Noodles/Pasta,May 2013,76"
"Noodles/Pasta,May 2013,25.33"
"Spices,May 2013,13.33"
"Spices,May 2013,24"
"Noodles/Pasta,May 2013,33.78"
"Noodles/Pasta,May 2013,67.56"
"Noodles/Pasta,May 2013,68.89"
"Noodles/Pasta,May 2013,99.56"
"Noodles/Pasta,May 2013,13.33"
"Noodles/Pasta,May 2013,17.33"
"Noodles/Pasta,May 2013,17.33"
"Noodles/Pasta,May 2013,52"
"Noodles/Pasta,May 2013,34.67"
"Noodles/Pasta,May 2013,17.33"
"Staples,May 2013,42"
"Staples,May 2013,42"
"Staples,May 2013,35"
"Staples,May 2013,35"
"Agarbatti,May 2013,19"
"Agarbatti,May 2013,47"
"Agarbatti,May 2013,42"
"Agarbatti,May 2013,9.5"
"Agarbatti,May 2013,10"
"Agarbatti,May 2013,13"
"Agarbatti,May 2013,22"
"Staples,May 2013,36"
"Biscuits,May 2013,16.89"
"Staples,May 2013,28"
"Staples,May 2013,56"
"Staples,May 2013,56"
"Staples,May 2013,28"
"Staples,May 2013,30"
"Staples,May 2013,30"
"Staples,May 2013,60"
"Staples,May 2013,30"
"Staples,May 2013,30"
"Staples,May 2013,20"
"Cosmetics,May 2013,147.78"
"Ready to Cook,May 2013,33.33"
"Ready to Cook,May 2013,33.33"
"Ready to Cook,May 2013,80.95"
"Ready to Cook,May 2013,104.76"
"Ready to Cook,May 2013,33.33"
"Biscuits,May 2013,66.67"
"Chocolates,May 2013,8.71"
"Spices,May 2013,21.43"
"Spices,May 2013,21.43"
"Spices,May 2013,68.57"
"Spices,May 2013,18.1"
"Others,May 2013,95.24"
"Others,May 2013,95.24"
"Others,May 2013,95.24"
"Staples,May 2013,26.67"
"Ready to Cook,May 2013,33.78"
"Staples,May 2013,35"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,40"
"Staples,May 2013,80"
"Staples,May 2013,40"
"Staples,May 2013,40"
"Staples,May 2013,80"
"Staples,May 2013,40"
"Staples,May 2013,40"
"Staples,May 2013,38"
"Staples,May 2013,38"
"Staples,May 2013,26.19"
"Staples,May 2013,26.19"
"Staples,May 2013,26.19"
"Home Care,May 2013,49.8"
"Snacks,May 2013,19"
"Snacks,May 2013,34"
"Staples,May 2013,150"
"Staples,May 2013,60"
"Staples,May 2013,60"
"Snacks,May 2013,25"
"Snacks,May 2013,25"
"Breakfast,May 2013,99.56"
"Spices,May 2013,36.19"
"Spices,May 2013,33.33"
"Staples,May 2013,6.19"
"Spices,May 2013,6.19"
"Spices,May 2013,17.14"
"Spices,May 2013,14.29"
"Spices,May 2013,18.1"
"Spices,May 2013,34.29"
"Staples,May 2013,91.43"
"Staples,May 2013,54.29"
"Other PC,May 2013,97.11"
"Snacks,May 2013,33.78"
"Cosmetics,May 2013,109.52"
"Coffee,May 2013,93.81"
"Coffee,May 2013,50.48"
"Tea,May 2013,95.11"
"Dairy,May 2013,64.89"
"Dairy,May 2013,304.76"
"Staples,May 2013,220"
"Hair Care,May 2013,33.78"
"Dish Wash,May 2013,38.67"
"Dish Wash,May 2013,38.67"
"Dish Wash,May 2013,38.67"
"Facial Care,May 2013,83.6"
"Other PC,May 2013,122.44"
"Other PC,May 2013,98.84"
"Other PC,May 2013,127.29"
"Soap,May 2013,101.33"
"Staples,May 2013,34"
"Staples,May 2013,34"
"Staples,May 2013,34"
"Staples,May 2013,68"
"Home Care,May 2013,44.44"
"Home Care,May 2013,27.02"
"Home Care,May 2013,81.07"
"Home Care,May 2013,27.56"
"Home Care,May 2013,111.11"
"Facial Care,May 2013,159.6"
"Oral Care,May 2013,58.27"
"Facial Care,May 2013,88"
"Other PC,May 2013,104"
"Facial Care,May 2013,108"
"Facial Care,May 2013,108"
"Facial Care,May 2013,108"
"Biscuits,May 2013,124.44"
"Biscuits,May 2013,62.22"
"Baby Care,May 2013,211.11"
"Staples,May 2013,136"
"Hair Care,May 2013,92.04"
"Hair Care,May 2013,34.67"
"Hair Care,May 2013,44.33"
"Dairy,May 2013,57.78"
"Dairy,May 2013,266.67"
"Mens Grooming,May 2013,48.89"
"Mens Grooming,May 2013,48.13"
"Mens Grooming,May 2013,48.89"
"Mens Grooming,May 2013,42.67"
"Biscuits,May 2013,34.67"
"Biscuits,May 2013,17.33"
"Biscuits,May 2013,17.33"
"Biscuits,May 2013,47.11"
"Agarbatti,May 2013,15"
"Agarbatti,May 2013,30"
"Soap,May 2013,27.56"
"Soap,May 2013,55.11"
"Soap,May 2013,27.56"
"Soap,May 2013,110.22"
"Soap,May 2013,27.56"
"Oral Care,May 2013,31.11"
"Oral Care,May 2013,61.78"
"Oral Care,May 2013,117.33"
"Beverages,May 2013,15.83"
"Oral Care,May 2013,32"
"Oral Care,May 2013,64.44"
"Chocolates,May 2013,17.78"
"Home Care,May 2013,50"
"Home Care,May 2013,50"
"Snacks,May 2013,15"
"Ready to Cook,May 2013,112"
"Staples,May 2013,235"
"Staples,May 2013,180"
"Dryfruits,May 2013,166.67"
"Dryfruits,May 2013,166.67"
"Snacks,May 2013,70.09"
"Staples,May 2013,19"
"Other PC,May 2013,63.33"
"Other PC,May 2013,114"
"Facial Care,May 2013,25.78"
"Hair Care,May 2013,120"
"Hair Care,May 2013,38.22"
"OTC,May 2013,14.29"
"OTC,May 2013,14.29"
"Staples,May 2013,16"
"Staples,May 2013,46.5"
"Staples,May 2013,16"
"Staples,May 2013,30"
"Staples,May 2013,30"
"Staples,May 2013,30"
"Staples,May 2013,30"
"Staples,May 2013,60"
"Staples,May 2013,18"
"Staples,May 2013,18"
"Spices,May 2013,36.19"
"Beverages,May 2013,78.57"
"Ready to Cook,May 2013,56"
"Staples,May 2013,53"
"Staples,May 2013,49"
"Staples,May 2013,106"
"Staples,May 2013,53"
"Staples,May 2013,74"
"Beverages,May 2013,179.14"
"Beverages,May 2013,179.14"
"Beverages,May 2013,76.9"
"Beverages,May 2013,76.9"
"Beverages,May 2013,76.19"
"Beverages,May 2013,76.19"
"Beverages,May 2013,76.9"
"Beverages,May 2013,153.81"
"Beverages,May 2013,76.9"
"Beverages,May 2013,307.62"
"Beverages,May 2013,76.9"
"Tea,May 2013,75.71"
"Tea,May 2013,100.95"
"Fabric Wash,May 2013,70.93"
"Fabric Wash,May 2013,20.44"
"Staples,May 2013,95.24"
"Staples,May 2013,210"
"Staples,May 2013,210"
"Staples,May 2013,110"
"Fabric Wash,May 2013,25.33"
"Fabric Wash,May 2013,12.89"
"Fabric Wash,May 2013,13.78"
"Fabric Wash,May 2013,51.56"
"Fabric Wash,May 2013,64"
"Fabric Wash,May 2013,64"
"Fabric Wash,May 2013,64"
"Fabric Wash,May 2013,32.89"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Beverages,May 2013,102.86"
"Breakfast,May 2013,24.89"
"Staples,May 2013,838.1"
"Staples,May 2013,106.67"
"Staples,May 2013,638.1"
"Staples,May 2013,119.05"
"Home Care,May 2013,76.44"
"Spices,May 2013,8.57"
"Spices,May 2013,8.57"
"Spices,May 2013,8.57"
"Spices,May 2013,25.71"
"Spices,May 2013,20"
"Home Care,May 2013,23.81"
"Home Care,May 2013,39.11"
"Dish Wash,May 2013,37.78"
"Facial Care,May 2013,37.78"
"Dish Wash,May 2013,20"
"Dish Wash,May 2013,24.89"
"Dish Wash,May 2013,16.89"
"Dish Wash,May 2013,16.89"
"Spices,May 2013,21.9"
"Spices,May 2013,21.9"
"Oral Care,May 2013,77.78"
"Noodles/Pasta,May 2013,13.33"
"Ready to Cook,May 2013,84"
"Staples,May 2013,210"
"Staples,May 2013,220"
"Staples,May 2013,120"
"Staples,May 2013,220"
"Staples,May 2013,120"
"Staples,May 2013,74"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,37"
"Staples,May 2013,74"
"Staples,May 2013,60"
"Other Foods,May 2013,29.52"
"Other Foods,May 2013,29.52"
"Others,May 2013,17.78"
"Staples,May 2013,86"
"Staples,May 2013,215"
"Staples,May 2013,20"
"Beverages,May 2013,54.17"
"Womens Care,May 2013,50.67"
"Womens Care,May 2013,26.18"
"Staples,May 2013,293.33"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,33.78"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,8.44"
"Hair Care,May 2013,162.13"
"Staples,May 2013,152.38"
"Staples,May 2013,335.24"
"Staples,May 2013,83.81"
"Biscuits,May 2013,25.78"
"Biscuits,May 2013,33.78"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,17.78"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,8.44"
"Biscuits,May 2013,8.44"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,84.44"
"Biscuits,May 2013,17.33"
"Biscuits,May 2013,34.67"
"Biscuits,May 2013,8.44"
"Biscuits,May 2013,16.89"
"Biscuits,May 2013,8.44"
"Biscuits,May 2013,17.33"
"Noodles/Pasta,May 2013,34.67"
"Noodles/Pasta,May 2013,34.67"
"Noodles/Pasta,May 2013,49.76"
"Fabric Wash,May 2013,56"
"Fabric Wash,May 2013,151.11"
"Fabric Wash,May 2013,151.11"
"Fabric Wash,May 2013,8.89"
"Fabric Wash,May 2013,48"
"Fabric Wash,May 2013,60"
"Fabric Wash,May 2013,120"
"Fabric Wash,May 2013,56.44"
"Other PC,May 2013,25.71"
"Tea,May 2013,89.52"
"Beverages,May 2013,84"
"Beverages,May 2013,83.11"
"Beverages,May 2013,83.11"
"Beverages,May 2013,83.11"
"Beverages,May 2013,40.44"
"Tea,May 2013,79.62"
"Staples,May 2013,15"
"Staples,May 2013,30"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,15"
"Staples,May 2013,23"
"Staples,May 2013,23"
"Staples,May 2013,23"
"Staples,May 2013,23"
"Tea,May 2013,106.76"
"Tea,May 2013,53.38"
"Tea,May 2013,28.05"
"Tea,May 2013,76.9"
"Tea,May 2013,76.9"
"Tea,May 2013,28.05"
"Tea,May 2013,28.05"
"Spices,May 2013,9.52"
"Other PC,May 2013,133.33"
"Tea,May 2013,77.81"
"Beverages,May 2013,25"
"Fabric Wash,May 2013,38.67"
"Fabric Wash,May 2013,12.44"
"Fabric Wash,May 2013,44.44"
"Fabric Wash,May 2013,44.44"
"Fabric Wash,May 2013,44.44"
"Fabric Wash,May 2013,35.56"
"Fabric Wash,May 2013,135.11"
"Fabric Wash,May 2013,78.51"
"Spices,May 2013,11.43"
"Confectionery,May 2013,42.67"
"Breakfast,May 2013,71.11"
"Other Foods,May 2013,32"
"Other Foods,May 2013,25.78"
"Other Foods,May 2013,78.1"
"Other Foods,May 2013,75.24"
"Other Foods,May 2013,54.29"
"Other Foods,May 2013,28.57"
"Other Foods,May 2013,57.14"
"Chocolates,May 2013,20.27"
"Hair Care,May 2013,55.11"
"Staples,May 2013,44"
"Staples,May 2013,220"
"Staples,May 2013,220"
"Spices,May 2013,15.24"
"Spices,May 2013,37.1"
"Fabric Wash,May 2013,40.95"
"Staples,May 2013,28"
"Staples,May 2013,33"
"Staples,May 2013,33"
"Staples,May 2013,33"
"Staples,May 2013,33"
"Staples,May 2013,36"
"Staples,May 2013,36"
"Staples,May 2013,33"
"Staples,May 2013,33"
"Staples,May 2013,33"
"Ready to Cook,May 2013,48.98"
"Other PC,May 2013,141.33"
"Facial Care,May 2013,64.89"
"Other PC,May 2013,63.33"
"Dish Wash,May 2013,8.67"
"Dish Wash,May 2013,8.44"
"Dish Wash,May 2013,36.44"
"Dish Wash,May 2013,18.67"
"Dish Wash,May 2013,74.67"
"Dish Wash,May 2013,18.67"
"Dish Wash,May 2013,32.89"
"Dish Wash,May 2013,82.76"
"Other Foods,May 2013,15.11"
"Soap,May 2013,84.44"
"Facial Care,May 2013,54.89"
"Facial Care,May 2013,41.38"
"Facial Care,May 2013,82.76"
"Fabric Wash,May 2013,8.67"
"Fabric Wash,May 2013,67.56"
"Womens Care,May 2013,29.56"
"Womens Care,May 2013,232.22"
"Womens Care,May 2013,126.67"
"Womens Care,May 2013,126.67"
"Beverages,May 2013,47.62"
"Noodles/Pasta,May 2013,12.89"
"Otc,May 2013,60"
"Staples,June 2013,232"
"Spices,June 2013,12.89"
"Beverages,June 2013,27.62"
"Snacks,June 2013,46.67"
"Oral Care,June 2013,84.44"
"Staples,June 2013,35"
"Staples,June 2013,55"
"Other Foods,June 2013,42.86"
"Hair Care,June 2013,113.78"
"Chocolates,June 2013,44.44"
"Chocolates,June 2013,8.8"
"Dish Wash,June 2013,16.89"
"Staples,June 2013,100"
"Staples,June 2013,250"
"Staples,June 2013,170"
"Staples,June 2013,170"
"Staples,June 2013,120"
"Staples,June 2013,232"
"Staples,June 2013,232"
"Staples,June 2013,232"
"Staples,June 2013,232"
"Staples,June 2013,232"
"Staples,June 2013,232"
"Staples,June 2013,55"
"Staples,June 2013,55"
"Home Care,June 2013,97.36"
"Home Care,June 2013,213.33"
"Home Care,June 2013,97.36"
"Spices,June 2013,20.95"
"Spices,June 2013,20.95"
"Spices,June 2013,20.95"
"B,June 2013,31.11"
"Snacks,June 2013,23.11"
"Snacks,June 2013,53.33"
"Staples,June 2013,26.67"
"Staples,June 2013,26.67"
"Staples,June 2013,26.67"
"Dryfruits,June 2013,85.71"
"Dryfruits,June 2013,214.29"
"Home Care,June 2013,88.89"
"Snacks,June 2013,35.56"
"Snacks,June 2013,28.57"
"Oral Care,June 2013,17.78"
"Home Care,June 2013,168.89"
"Home Care,June 2013,125.82"
"Dairy,June 2013,55.11"
"Dairy,June 2013,27.56"
"Dairy,June 2013,133.33"
"Dairy,June 2013,27.56"
"Dairy,June 2013,27.56"
"Dairy,June 2013,152.38"
"Dairy,June 2013,157.14"
"Dairy,June 2013,34"
"Dairy,June 2013,46.67"
"Dairy,June 2013,51.56"
"Dryfruits,June 2013,24.76"
"Dryfruits,June 2013,24.76"
"Beverages,June 2013,16"
"Beverages,June 2013,16"
"Beverages,June 2013,16"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,140"
"Staples,June 2013,70"
"Staples,June 2013,70"
"Staples,June 2013,70"
"Staples,June 2013,70"
"Staples,June 2013,280"
"Staples,June 2013,35"
"Fabric Wash,June 2013,379.16"
"Fabric Wash,June 2013,147.78"
"Other PC,June 2013,30.22"
"Other PC,June 2013,97.11"
"Baby Care,June 2013,50.67"
"Dryfruits,June 2013,280.95"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,56.19"
"Dryfruits,June 2013,140.71"
"Dryfruits,June 2013,140.71"
"Dryfruits,June 2013,140.71"
"Snacks,June 2013,58.27"
"Spices,June 2013,71.43"
"Spices,June 2013,32.38"
"Spices,June 2013,32.38"
"Spices,June 2013,32.38"
"Spices,June 2013,32.38"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"B,June 2013,5"
"Hair Care,June 2013,42.22"
"Hair Care,June 2013,22.22"
"Hair Care,June 2013,80"
"Ready to Cook,June 2013,51.56"
"Noodles/Pasta,June 2013,54.89"
"Noodles/Pasta,June 2013,54.89"
"Noodles/Pasta,June 2013,54.89"
"Noodles/Pasta,June 2013,54.89"
"Noodles/Pasta,June 2013,33.78"
"Noodles/Pasta,June 2013,56"
"Noodles/Pasta,June 2013,31.24"
"Noodles/Pasta,June 2013,31.24"
"Noodles/Pasta,June 2013,22.22"
"Noodles/Pasta,June 2013,13.33"
"Noodles/Pasta,June 2013,16.89"
"Noodles/Pasta,June 2013,16.89"
"Noodles/Pasta,June 2013,33.78"
"Noodles/Pasta,June 2013,33.78"
"Noodles/Pasta,June 2013,33.78"
"Ready to Cook,June 2013,32"
"Hair Care,June 2013,135.71"
"Snacks,June 2013,35.56"
"Snacks,June 2013,35.56"
"Snacks,June 2013,35.56"
"Beverages,June 2013,32.93"
"Beverages,June 2013,32.93"
"Snacks,June 2013,34"
"Snacks,June 2013,33.25"
"Snacks,June 2013,37.16"
"Snacks,June 2013,33.78"
"Snacks,June 2013,16.89"
"Snacks,June 2013,16.89"
"Snacks,June 2013,16.89"
"Snacks,June 2013,16.89"
"Snacks,June 2013,16.89"
"Snacks,June 2013,8.89"
"Beverages,June 2013,23.33"
"Spices,June 2013,25.71"
"Spices,June 2013,25.71"
"Spices,June 2013,17.14"
"Beverages,June 2013,152.84"
"Beverages,June 2013,152.84"
"Beverages,June 2013,97.78"
"Beverages,June 2013,195.56"
"Beverages,June 2013,195.56"
"Dairy,June 2013,152.38"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,12.89"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,28"
"Biscuits,June 2013,42.22"
"Biscuits,June 2013,21.11"
"Biscuits,June 2013,30.22"
"Biscuits,June 2013,25.33"
"Dairy,June 2013,295.24"
"Biscuits,June 2013,16.89"
"Biscuits,June 2013,16.89"
"Biscuits,June 2013,23.64"
"Biscuits,June 2013,23.64"
"Biscuits,June 2013,94.58"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,16.89"
"Biscuits,June 2013,33.78"
"Biscuits,June 2013,21.11"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,152"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,37.78"
"Biscuits,June 2013,10.13"
"Biscuits,June 2013,57"
"Biscuits,June 2013,57"
"Biscuits,June 2013,28.5"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,15.2"
"Biscuits,June 2013,24.44"
"Biscuits,June 2013,24.44"
"Biscuits,June 2013,16.89"
"Biscuits,June 2013,33.78"
"Other Foods,June 2013,20"
"Biscuits,June 2013,84.44"
"Biscuits,June 2013,8.44"
"Biscuits,June 2013,12.67"
"Biscuits,June 2013,12.67"
"Biscuits,June 2013,12.67"
"Tea,June 2013,39.05"
"Coffee,June 2013,9.52"
"Coffee,June 2013,9.52"
"Hair Care,June 2013,77.33"
"Staples,June 2013,167.62"
"Staples,June 2013,167.62"
"Other Foods,June 2013,64.89"
"Facial Care,June 2013,84.44"
"Facial Care,June 2013,55.56"
"Biscuits,June 2013,21.78"
"Biscuits,June 2013,21.78"
"Biscuits,June 2013,25.78"
"Biscuits,June 2013,9.78"
"Biscuits,June 2013,9.78"
"Confectionery,June 2013,42.67"
"Spices,June 2013,61.71"
"Spices,June 2013,61.71"
"Spices,June 2013,61.71"
"Spices,June 2013,21.43"
"Spices,June 2013,21.43"
"Spices,June 2013,72.86"
"Baby Care,June 2013,138.67"
"Staples,June 2013,31"
"Staples,June 2013,31"
"Staples,June 2013,62"
"Staples,June 2013,93"
"Staples,June 2013,31"
"Staples,June 2013,124"
"Staples,June 2013,62"
"Staples,June 2013,62"
"Staples,June 2013,62"
"Staples,June 2013,31"
"Staples,June 2013,31"
"Spices,June 2013,42.86"
"Others,June 2013,17.33"
"Dryfruits,June 2013,23.81"
"Staples,June 2013,46"
"Staples,June 2013,46"
"Staples,June 2013,92"
"Staples,June 2013,46"
"Staples,June 2013,36"
"Staples,June 2013,72"
"Staples,June 2013,36"
"Staples,June 2013,72"
"Staples,June 2013,36"
"Spices,June 2013,32.38"
"Spices,June 2013,16.19"
"Spices,June 2013,16.19"
"Spices,June 2013,32.38"
"Spices,June 2013,161.9"
"Spices,June 2013,32.38"
"Spices,June 2013,16.19"
"Spices,June 2013,38.57"
"Spices,June 2013,38.57"
"Spices,June 2013,21.9"
"Spices,June 2013,21.9"
"Other Foods,June 2013,36.19"
"Other Foods,June 2013,36.19"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,175"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,245"
"Staples,June 2013,350"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,105"
"Staples,June 2013,70"
"Staples,June 2013,105"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,175"
"Staples,June 2013,70"
"Staples,June 2013,70"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,175"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Staples,June 2013,175"
"Staples,June 2013,35"
"Staples,June 2013,70"
"Staples,June 2013,35"
"Staples,June 2013,35"
"Dryfruits,June 2013,95.24"
"Spices,June 2013,80"
"Confectionery,June 2013,84.44"
"Other PC,June 2013,75.56"
"Other PC,June 2013,73.33"
"Other PC,June 2013,73.33"
"Other PC,June 2013,73.33"
"Soap,June 2013,112"
"Soap,June 2013,56"
"Snacks,June 2013,39.11"
"Snacks,June 2013,19.56"
"Snacks,June 2013,19.56"
"Snacks,June 2013,44.44"
"Snacks,June 2013,88.89"
"Snacks,June 2013,44.44"
"Snacks,June 2013,88.89"
"Snacks,June 2013,88.89"
"Snacks,June 2013,44.44"
"Facial Care,June 2013,38.22"
"Home Care,June 2013,38.22"
"Home Care,June 2013,75.56"
"Hair Care,June 2013,143.56"
"Hair Care,June 2013,143.56"
"Spices,June 2013,17.14"
"Oral Care,June 2013,107.24"
"Oral Care,June 2013,32.89"
"Beverages,June 2013,25"
"Beverages,June 2013,25"
"Beverages,June 2013,25"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,54.17"
"Beverages,June 2013,100"
"Beverages,June 2013,20.83"
"Oral Care,June 2013,31.24"
"Oral Care,June 2013,31.24"
"Oral Care,June 2013,33.78"
"Oral Care,June 2013,33.78"
"Oral Care,June 2013,33.78"
"Oral Care,June 2013,75.56"
"Oral Care,June 2013,35.56"
"Oral Care,June 2013,60.8"
"Oral Care,June 2013,13.33"
"Oral Care,June 2013,13.33"
"Oral Care,June 2013,127.11"
"Oral Care,June 2013,127.11"
"Oral Care,June 2013,35.56"
"Oral Care,June 2013,20.44"
"Oral Care,June 2013,68.44"
"Oral Care,June 2013,68.44"
"Oral Care,June 2013,68.44"
"Oral Care,June 2013,64.89"
"Oral Care,June 2013,73.33"
"Oral Care,June 2013,32.93"
"Oral Care,June 2013,94.22"
"Oral Care,June 2013,11.56"
"Oral Care,June 2013,11.56"
"Oral Care,June 2013,26.67"
"Oral Care,June 2013,26.67"
"Oral Care,June 2013,17.78"
"Home Care,June 2013,55.11"
"Home Care,June 2013,33.78"
"Home Care,June 2013,55.11"
"Beverages,June 2013,93.33"
"Spices,June 2013,16.19"
"Spices,June 2013,16.19"
"Other Foods,June 2013,17.33"
"Hair Care,June 2013,147.78"
"Hair Care,June 2013,84.44"
"Noodles/Pasta,June 2013,17.33"
"Agarbatti,June 2013,14"
"Agarbatti,June 2013,47.5"
"Agarbatti,June 2013,95"
"Agarbatti,June 2013,47.5"
"Hair Care,June 2013,42.22"
"Hair Care,June 2013,144"
"Beverages,June 2013,167.11"
"Beverages,June 2013,13.51"
"Beverages,June 2013,13.51"
"Beverages,June 2013,13.51"
"Cosmetics,June 2013,20.44"
"Cosmetics,June 2013,62.22"
"Cosmetics,June 2013,52.44"
"Cosmetics,June 2013,52.44"
"Cosmetics,June 2013,52.44"
"Staples,June 2013,150.48"
"Staples,June 2013,131.19"
"Staples,June 2013,284.76"
"OTC,June 2013,17.14"
"Oral Care,June 2013,27.62"
"Oral Care,June 2013,91.56"
"Beverages,June 2013,93.33"
"Other Foods,June 2013,34.29"
"Chocolates,June 2013,8.8"
"Chocolates,June 2013,35.2"
"Chocolates,June 2013,30.67"
"Spices,June 2013,38.57"
"Spices,June 2013,36"
"Staples,June 2013,194.29"
"Staples,June 2013,64.76"
"Biscuits,June 2013,20.89"
"Home Care,June 2013,33.78"
